filename,a,b,mae,Temperature,SOC,Cell_type,Chemistry
C00121_sum.json,0.08424100851882574,0.9513114704804201,20.40148047225641,24,50,K2 Energy LFP18650P,LFP
C00206_sum.json,0.3762466369750535,0.5522602505825162,10.851428972574034,24,50,K2 Energy LFP18650E,LFP
C00207_sum.json,0.187752695351719,0.6795591285095819,10.263137110701708,24,50,K2 Energy LFP18650E,LFP
C00085_sum.json,17.770187247227,0.21463999715602533,92.3502131880404,24,50,Ultralife 502030,LCO
C00084_sum.json,15.467260198634667,0.26342083156015444,94.12357795530949,24,50,Ultralife 502030,LCO
C00017_sum.json,2.345237037762786,0.8487530156226306,23.060951643553945,60,50,Panasonic NCR18650GA,NCA
C00016_sum.json,2.550425884615265,0.802138739030064,22.511099202499263,60,50,Panasonic NCR18650GA,NCA
C00238_sum.json,13.524232059883957,0.6534502149872585,34.075133528584374,85,50,K2 Energy LFP18650E,LFP
C00239_sum.json,14.931210789052273,0.6043707413203219,35.78707377463055,85,50,K2 Energy LFP18650E,LFP
C00023_sum.json,3.2319852227036563,0.9453779944908316,26.25298507148894,60,100,Panasonic NCR18650GA,NCA
C00022_sum.json,3.510302187658463,0.8500794428435041,27.848062943292895,60,100,Panasonic NCR18650GA,NCA
C00244_sum.json,7.871371883602535,0.7543373341490165,21.588648295883175,85,100,K2 Energy LFP18650E,LFP
C00054_sum.json,1.8400606257233107,0.7242394924974329,34.131080378243595,60,50,Panasonic NCR18650B,NCA
C00232_sum.json,0.5508019583458501,0.8034933056552781,8.492204398632023,60,100,K2 Energy LFP18650E,LFP
C00233_sum.json,0.6915801415541057,0.7673472318996698,8.179599982646126,60,100,K2 Energy LFP18650E,LFP
C00055_sum.json,2.2120018407684836,0.6779915915435617,33.794706413482736,60,50,Panasonic NCR18650B,NCA
C00114_sum.json,6.496544027133325,0.43580561986618793,18.045260572228944,60,100,Sony-Murata US18650VTC6,NMC
C00211_sum.json,0.003431485065163997,1.3292144351554724,3.919879855384826,24,100,K2 Energy LFP18650E,LFP
C00210_sum.json,0.005263042366657281,1.0838072984863034,2.5300701893079287,24,100,K2 Energy LFP18650E,LFP
C00076_sum.json,7.717629299146324,0.33309550971740975,17.33460125310837,60,100,Ultralife UBP001,LCO
C00136_sum.json,0.07468191880949272,1.3796616797787746,14.111725779672192,45,100,K2 Energy LFP18650P,LFP
C00137_sum.json,0.034836036548489636,1.493872677055302,12.289182404256854,45,100,K2 Energy LFP18650P,LFP
C00049_sum.json,1.1766879788442723,0.6869852378951052,28.912424712664176,45,50,Panasonic NCR18650B,NCA
C00048_sum.json,1.535199059459444,0.6134551647182933,26.620826690823865,45,50,Panasonic NCR18650B,NCA
C00141_sum.json,0.8919039656426413,0.8791197377792642,21.668357847400834,60,50,K2 Energy LFP18650P,LFP
C00140_sum.json,0.05032450996077387,1.4201693415478567,13.623325269624706,45,100,K2 Energy LFP18650P,LFP
C00001_sum.json,0.12060809139392284,0.8474933177039674,16.23941124815714,24,50,Panasonic NCR18650GA,NCA
C00092_sum.json,26.447130211406773,0.18305476991978598,118.74586028464215,24,50,Ultralife 502030,LCO
C00093_sum.json,7.824729613199404,0.3390463065612796,85.3641009289071,24,50,Ultralife 502030,LCO
C00108_sum.json,0.8793296352787652,0.8238645452840119,15.674544260412071,24,100,Sony-Murata US18650VTC6,NMC
C00109_sum.json,5.991480621686037,0.4795720564763615,13.695908486344521,60,100,Sony-Murata US18650VTC6,NMC
C00175_sum.json,0.0,0.002640049462616426,7.345839336477263,24,100,Tenergy 302030,LCO
C00174_sum.json,0.0,0.04729451877271629,6.315661662811471,24,100,Tenergy 302030,LCO
C00102_sum.json,11.062451588949443,0.4334443071182301,107.12132185537726,24,100,Ultralife 502030,LCO
C00103_sum.json,0.37670738514534235,1.0144281647290376,11.08016918915166,24,100,Sony-Murata US18650VTC6,NMC
C00098_sum.json,24.043584465013115,0.24241296783838454,117.97082561729637,24,100,Ultralife 502030,LCO
C00099_sum.json,16.97763367725264,0.3289889253876783,119.03499623612879,24,100,Ultralife 502030,LCO
C00190_sum.json,0.0,0.0026767934025676877,5.2241854716868374,24,50,Tenergy 302030,LCO
C00191_sum.json,0.0011139893753124852,0.6225671700952624,5.4906444187788175,24,50,Tenergy 302030,LCO
C00043_sum.json,1.257680282824006,0.5532435014224546,19.719966166944612,24,100,Panasonic NCR18650B,NCA
C00225_sum.json,0.6406821531241521,0.8256527296073861,10.58228590624516,60,50,K2 Energy LFP18650E,LFP
C00224_sum.json,0.39338188133179736,0.8055940806504372,8.442054610922057,45,100,K2 Energy LFP18650E,LFP
C00042_sum.json,1.2705959463609369,0.5623523484996583,20.338797723687737,24,100,Panasonic NCR18650B,NCA
C00178_sum.json,0.7098173930680787,1.2196428357476563,23.424971865999794,60,100,Tenergy 302030,LCO
C00179_sum.json,0.8263319189083937,1.0954840774812349,24.5771438375805,60,100,Tenergy 302030,LCO
C00216_sum.json,0.23322406013887229,0.8409288275573449,8.187412972923271,45,50,K2 Energy LFP18650E,LFP
C00070_sum.json,3.323962491529371,0.3410352102082834,16.059514017094763,24,100,Ultralife UBP001,LCO
C00071_sum.json,8.290718395607335,0.2845546632576732,17.285681403061396,60,100,Ultralife UBP001,LCO
C00217_sum.json,0.1891606326778096,0.8227707529582873,6.174718896588954,45,50,K2 Energy LFP18650E,LFP
C00131_sum.json,0.36119851475416453,0.8472483259113774,19.092988744385718,45,50,K2 Energy LFP18650P,LFP
C00130_sum.json,0.14508811364627425,0.8153466401227644,12.869244348378375,24,100,K2 Energy LFP18650P,LFP
